Started
2019 day 12:
.....
0 : pos=<x= 2 , y= -1 , z= 1 >, vel=<x= 3 , y= -1 , z= -1 >
3 : pos=<x= 2 , y= 2 , z= 5 >, vel=<x= -1 , y= -3 , z= 2 >
found velocity and position match, step #: 757
0 : pos=<x= 5 , y= -3 , z= -3 >, vel=<x= 3 , y= -2 , z= 1 >
1 : pos=<x= 1 , y= -2 , z= 0 >, vel=<x= -2 , y= 5 , z= 3 >
2 : pos=<x= 1 , y= -4 , z= 1 >, vel=<x= 0 , y= 3 , z= -3 >
3 : pos=<x= 1 , y= -4 , z= 4 >, vel=<x= -1 , y= -6 , z= -1 >
found velocity and position match, step #: 758
0 : pos=<x= 5 , y= -6 , z= 1 >, vel=<x= 0 , y= -3 , z= 4 >
1 : pos=<x= 0 , y= 0 , z= 4 >, vel=<x= -1 , y= 2 , z= 4 >
2 : pos=<x= 2 , y= 1 , z= -3 >, vel=<x= 1 , y= 5 , z= -4 >
3 : pos=<x= 1 , y= -8 , z= 0 >, vel=<x= 0 , y= -4 , z= -4 >
found velocity and position match, step #: 759
0 : pos=<x= 2 , y= -8 , z= 4 >, vel=<x= -3 , y= -2 , z= 3 >
1 : pos=<x= 2 , y= 1 , z= 5 >, vel=<x= 2 , y= 1 , z= 1 >
2 : pos=<x= 2 , y= 3 , z= -4 >, vel=<x= 0 , y= 2 , z= -1 >
3 : pos=<x= 2 , y= -9 , z= -3 >, vel=<x= 1 , y= -1 , z= -3 >
found velocity and position match, step #: 760
0 : pos=<x= -1 , y= -9 , z= 6 >, vel=<x= -3 , y= -1 , z= 2 >
1 : pos=<x= 4 , y= 1 , z= 3 >, vel=<x= 2 , y= 0 , z= -2 >
2 : pos=<x= 2 , y= 2 , z= -2 >, vel=<x= 0 , y= -1 , z= 2 >
3 : pos=<x= 3 , y= -7 , z= -5 >, vel=<x= 1 , y= 2 , z= -2 >
found velocity and position match, step #: 761
0 : pos=<x= -1 , y= -7 , z= 5 >, vel=<x= 0 , y= 2 , z= -1 >
1 : pos=<x= 3 , y= 0 , z= 0 >, vel=<x= -1 , y= -1 , z= -3 >
2 : pos=<x= 3 , y= -2 , z= 1 >, vel=<x= 1 , y= -4 , z= 3 >
3 : pos=<x= 3 , y= -4 , z= -4 >, vel=<x= 0 , y= 3 , z= 1 >
found velocity and position match, step #: 762
0 : pos=<x= 2 , y= -2 , z= 1 >, vel=<x= 3 , y= 5 , z= -4 >
1 : pos=<x= 1 , y= -4 , z= -2 >, vel=<x= -2 , y= -4 , z= -2 >
2 : pos=<x= 3 , y= -7 , z= 3 >, vel=<x= 0 , y= -5 , z= 2 >
3 : pos=<x= 2 , y= 0 , z= 0 >, vel=<x= -1 , y= 4 , z= 4 >
found velocity and position match, step #: 763
0 : pos=<x= 5 , y= 2 , z= -4 >, vel=<x= 3 , y= 4 , z= -5 >
1 : pos=<x= 2 , y= -7 , z= -1 >, vel=<x= 1 , y= -3 , z= 1 >
2 : pos=<x= 0 , y= -9 , z= 2 >, vel=<x= -3 , y= -2 , z= -1 >
3 : pos=<x= 1 , y= 1 , z= 5 >, vel=<x= -1 , y= 1 , z= 5 >
found velocity and position match, step #: 764
0 : pos=<x= 5 , y= 3 , z= -6 >, vel=<x= 0 , y= 1 , z= -2 >
1 : pos=<x= 2 , y= -9 , z= 1 >, vel=<x= 0 , y= -2 , z= 2 >
2 : pos=<x= 0 , y= -8 , z= 0 >, vel=<x= 0 , y= 1 , z= -2 >
3 : pos=<x= 1 , y= 1 , z= 7 >, vel=<x= 0 , y= 0 , z= 2 >
found velocity and position match, step #: 765
0 : pos=<x= 2 , y= 1 , z= -5 >, vel=<x= -3 , y= -2 , z= 1 >
1 : pos=<x= 1 , y= -8 , z= 2 >, vel=<x= -1 , y= 1 , z= 1 >
2 : pos=<x= 3 , y= -6 , z= -1 >, vel=<x= 3 , y= 2 , z= -1 >
3 : pos=<x= 2 , y= 0 , z= 6 >, vel=<x= 1 , y= -1 , z= -1 >
found velocity and position match, step #: 766
0 : pos=<x= -1 , y= -4 , z= -1 >, vel=<x= -3 , y= -5 , z= 4 >
1 : pos=<x= 3 , y= -4 , z= 2 >, vel=<x= 2 , y= 4 , z= 0 >
2 : pos=<x= 3 , y= -3 , z= -1 >, vel=<x= 0 , y= 3 , z= 0 >
3 : pos=<x= 3 , y= -2 , z= 2 >, vel=<x= 1 , y= -2 , z= -4 >
found velocity and position match, step #: 767
0 : pos=<x= -1 , y= -7 , z= 5 >, vel=<x= 0 , y= -3 , z= 6 >
1 : pos=<x= 4 , y= 2 , z= 0 >, vel=<x= 1 , y= 6 , z= -2 >
2 : pos=<x= 2 , y= -1 , z= 1 >, vel=<x= -1 , y= 2 , z= 2 >
3 : pos=<x= 3 , y= -7 , z= -4 >, vel=<x= 0 , y= -5 , z= -6 >
found velocity and position match, step #: 768
0 : pos=<x= 2 , y= -8 , z= 8 >, vel=<x= 3 , y= -1 , z= 3 >
1 : pos=<x= 2 , y= 5 , z= -1 >, vel=<x= -2 , y= 3 , z= -1 >
2 : pos=<x= 2 , y= 0 , z= 2 >, vel=<x= 0 , y= 1 , z= 1 >
3 : pos=<x= 2 , y= -10 , z= -7 >, vel=<x= -1 , y= -3 , z= -3 >
found velocity and position match, step #: 769
0 : pos=<x= 5 , y= -8 , z= 8 >, vel=<x= 3 , y= 0 , z= 0 >
1 : pos=<x= 0 , y= 5 , z= -1 >, vel=<x= -2 , y= 0 , z= 0 >
2 : pos=<x= 2 , y= 0 , z= 2 >, vel=<x= 0 , y= 0 , z= 0 >
3 : pos=<x= 1 , y= -10 , z= -7 >, vel=<x= -1 , y= 0 , z= 0 >
found velocity and position match, step #: 770
0 : pos=<x= 5 , y= -7 , z= 5 >, vel=<x= 0 , y= 1 , z= -3 >
1 : pos=<x= 1 , y= 2 , z= 0 >, vel=<x= 1 , y= -3 , z= 1 >
2 : pos=<x= 1 , y= -1 , z= 1 >, vel=<x= -1 , y= -1 , z= -1 >
3 : pos=<x= 1 , y= -7 , z= -4 >, vel=<x= 0 , y= 3 , z= 3 >
found velocity and position match, step #: 771
0 : pos=<x= 2 , y= -4 , z= -1 >, vel=<x= -3 , y= 3 , z= -6 >
1 : pos=<x= 3 , y= -4 , z= 2 >, vel=<x= 2 , y= -6 , z= 2 >
2 : pos=<x= 1 , y= -3 , z= -1 >, vel=<x= 0 , y= -2 , z= -2 >
3 : pos=<x= 2 , y= -2 , z= 2 >, vel=<x= 1 , y= 5 , z= 6 >
found velocity and position match, step #: 772
0 : pos=<x= -1 , y= 1 , z= -5 >, vel=<x= -3 , y= 5 , z= -4 >
1 : pos=<x= 2 , y= -8 , z= 2 >, vel=<x= -1 , y= -4 , z= 0 >
2 : pos=<x= 4 , y= -6 , z= -1 >, vel=<x= 3 , y= -3 , z= 0 >
3 : pos=<x= 3 , y= 0 , z= 6 >, vel=<x= 1 , y= 2 , z= 4 >
found velocity and position match, step #: 773
0 : pos=<x= -1 , y= 3 , z= -6 >, vel=<x= 0 , y= 2 , z= -1 >
1 : pos=<x= 2 , y= -9 , z= 1 >, vel=<x= 0 , y= -1 , z= -1 >
2 : pos=<x= 4 , y= -8 , z= 0 >, vel=<x= 0 , y= -2 , z= 1 >
3 : pos=<x= 3 , y= 1 , z= 7 >, vel=<x= 0 , y= 1 , z= 1 >
found velocity and position match, step #: 774
0 : pos=<x= 2 , y= 2 , z= -4 >, vel=<x= 3 , y= -1 , z= 2 >
1 : pos=<x= 3 , y= -7 , z= -1 >, vel=<x= 1 , y= 2 , z= -2 >
2 : pos=<x= 1 , y= -9 , z= 2 >, vel=<x= -3 , y= -1 , z= 2 >
3 : pos=<x= 2 , y= 1 , z= 5 >, vel=<x= -1 , y= 0 , z= -2 >
found velocity and position match, step #: 775
0 : pos=<x= 5 , y= -2 , z= 1 >, vel=<x= 3 , y= -4 , z= 5 >
1 : pos=<x= 1 , y= -4 , z= -2 >, vel=<x= -2 , y= 3 , z= -1 >
2 : pos=<x= 1 , y= -7 , z= 3 >, vel=<x= 0 , y= 2 , z= 1 >
3 : pos=<x= 1 , y= 0 , z= 0 >, vel=<x= -1 , y= -1 , z= -5 >
found velocity and position match, step #: 776
0 : pos=<x= 5 , y= -7 , z= 5 >, vel=<x= 0 , y= -5 , z= 4 >
1 : pos=<x= 0 , y= 0 , z= 0 >, vel=<x= -1 , y= 4 , z= 2 >
2 : pos=<x= 2 , y= -2 , z= 1 >, vel=<x= 1 , y= 5 , z= -2 >
3 : pos=<x= 1 , y= -4 , z= -4 >, vel=<x= 0 , y= -4 , z= -4 >
found velocity and position match, step #: 777
0 : pos=<x= 2 , y= -9 , z= 6 >, vel=<x= -3 , y= -2 , z= 1 >
1 : pos=<x= 2 , y= 1 , z= 3 >, vel=<x= 2 , y= 1 , z= 3 >
2 : pos=<x= 2 , y= 2 , z= -2 >, vel=<x= 0 , y= 4 , z= -3 >
3 : pos=<x= 2 , y= -7 , z= -5 >, vel=<x= 1 , y= -3 , z= -1 >
found velocity and position match, step #: 778
0 : pos=<x= -1 , y= -8 , z= 4 >, vel=<x= -3 , y= 1 , z= -2 >
1 : pos=<x= 4 , y= 1 , z= 5 >, vel=<x= 2 , y= 0 , z= 2 >
2 : pos=<x= 2 , y= 3 , z= -4 >, vel=<x= 0 , y= 1 , z= -2 >
3 : pos=<x= 3 , y= -9 , z= -3 >, vel=<x= 1 , y= -2 , z= 2 >
found velocity and position match, step #: 779
0 : pos=<x= -1 , y= -6 , z= 1 >, vel=<x= 0 , y= 2 , z= -3 >
1 : pos=<x= 3 , y= 0 , z= 4 >, vel=<x= -1 , y= -1 , z= -1 >
2 : pos=<x= 3 , y= 1 , z= -3 >, vel=<x= 1 , y= -2 , z= 1 >
3 : pos=<x= 3 , y= -8 , z= 0 >, vel=<x= 0 , y= 1 , z= 3 >
found velocity and position match, step #: 780
0 : pos=<x= 2 , y= -3 , z= -3 >, vel=<x= 3 , y= 3 , z= -4 >
1 : pos=<x= 1 , y= -2 , z= 0 >, vel=<x= -2 , y= -2 , z= -4 >
2 : pos=<x= 3 , y= -4 , z= 1 >, vel=<x= 0 , y= -5 , z= 4 >
3 : pos=<x= 2 , y= -4 , z= 4 >, vel=<x= -1 , y= 4 , z= 4 >
found velocity and position match, step #: 781
0 : pos=<x= 5 , y= -1 , z= -4 >, vel=<x= 3 , y= 2 , z= -1 >
1 : pos=<x= 2 , y= -7 , z= -3 >, vel=<x= 1 , y= -5 , z= -3 >
2 : pos=<x= 0 , y= -7 , z= 4 >, vel=<x= -3 , y= -3 , z= 3 >
3 : pos=<x= 1 , y= 2 , z= 5 >, vel=<x= -1 , y= 6 , z= 1 >
found velocity and position match, step #: 782
0 : pos=<x= 5 , y= 0 , z= -2 >, vel=<x= 0 , y= 1 , z= 2 >
1 : pos=<x= 2 , y= -10 , z= -5 >, vel=<x= 0 , y= -3 , z= -2 >
2 : pos=<x= 0 , y= -8 , z= 6 >, vel=<x= 0 , y= -1 , z= 2 >
3 : pos=<x= 1 , y= 5 , z= 3 >, vel=<x= 0 , y= 3 , z= -2 >
found velocity and position match, step #: 783
0 : pos=<x= 2 , y= 0 , z= 1 >, vel=<x= -3 , y= 0 , z= 3 >
1 : pos=<x= 1 , y= -10 , z= -4 >, vel=<x= -1 , y= 0 , z= 1 >
2 : pos=<x= 3 , y= -8 , z= 5 >, vel=<x= 3 , y= 0 , z= -1 >
3 : pos=<x= 2 , y= 5 , z= 0 >, vel=<x= 1 , y= 0 , z= -3 >
found velocity and position match, step #: 784
0 : pos=<x= -1 , y= -1 , z= 3 >, vel=<x= -3 , y= -1 , z= 2 >
1 : pos=<x= 3 , y= -7 , z= 0 >, vel=<x= 2 , y= 3 , z= 4 >
2 : pos=<x= 3 , y= -7 , z= 1 >, vel=<x= 0 , y= 1 , z= -4 >
3 : pos=<x= 3 , y= 2 , z= -2 >, vel=<x= 1 , y= -3 , z= -2 >
found velocity and position match, step #: 785
0 : pos=<x= -1 , y= -3 , z= 2 >, vel=<x= 0 , y= -2 , z= -1 >
1 : pos=<x= 4 , y= -2 , z= 5 >, vel=<x= 1 , y= 5 , z= 5 >
2 : pos=<x= 2 , y= -4 , z= -4 >, vel=<x= -1 , y= 3 , z= -5 >
3 : pos=<x= 3 , y= -4 , z= -1 >, vel=<x= 0 , y= -6 , z= 1 >
found velocity and position match, step #: 786
0 : pos=<x= 2 , y= -6 , z= 0 >, vel=<x= 3 , y= -3 , z= -2 >
1 : pos=<x= 2 , y= 0 , z= 7 >, vel=<x= -2 , y= 2 , z= 2 >
2 : pos=<x= 2 , y= 1 , z= -6 >, vel=<x= 0 , y= 5 , z= -2 >
3 : pos=<x= 2 , y= -8 , z= 1 >, vel=<x= -1 , y= -4 , z= 2 >
found velocity and position match, step #: 787
0 : pos=<x= 5 , y= -8 , z= -1 >, vel=<x= 3 , y= -2 , z= -1 >
1 : pos=<x= 0 , y= 1 , z= 6 >, vel=<x= -2 , y= 1 , z= -1 >
2 : pos=<x= 2 , y= 3 , z= -5 >, vel=<x= 0 , y= 2 , z= 1 >
3 : pos=<x= 1 , y= -9 , z= 2 >, vel=<x= -1 , y= -1 , z= 1 >
found velocity and position match, step #: 788
0 : pos=<x= 5 , y= -9 , z= -1 >, vel=<x= 0 , y= -1 , z= 0 >
1 : pos=<x= 1 , y= 1 , z= 2 >, vel=<x= 1 , y= 0 , z= -4 >
2 : pos=<x= 1 , y= 2 , z= -1 >, vel=<x= -1 , y= -1 , z= 4 >
3 : pos=<x= 1 , y= -7 , z= 2 >, vel=<x= 0 , y= 2 , z= 0 >
found velocity and position match, step #: 789
0 : pos=<x= 2 , y= -7 , z= 1 >, vel=<x= -3 , y= 2 , z= 2 >
1 : pos=<x= 3 , y= 0 , z= -4 >, vel=<x= 2 , y= -1 , z= -6 >
2 : pos=<x= 1 , y= -2 , z= 5 >, vel=<x= 0 , y= -4 , z= 6 >
3 : pos=<x= 2 , y= -4 , z= 0 >, vel=<x= 1 , y= 3 , z= -2 >
found velocity and position match, step #: 790
0 : pos=<x= -1 , y= -2 , z= 2 >, vel=<x= -3 , y= 5 , z= 1 >
1 : pos=<x= 2 , y= -4 , z= -7 >, vel=<x= -1 , y= -4 , z= -3 >
2 : pos=<x= 4 , y= -7 , z= 8 >, vel=<x= 3 , y= -5 , z= 3 >
3 : pos=<x= 3 , y= 0 , z= -1 >, vel=<x= 1 , y= 4 , z= -1 >
found velocity and position match, step #: 791
0 : pos=<x= -1 , y= 2 , z= 2 >, vel=<x= 0 , y= 4 , z= 0 >
1 : pos=<x= 2 , y= -7 , z= -7 >, vel=<x= 0 , y= -3 , z= 0 >
2 : pos=<x= 4 , y= -9 , z= 8 >, vel=<x= 0 , y= -2 , z= 0 >
3 : pos=<x= 3 , y= 1 , z= -1 >, vel=<x= 0 , y= 1 , z= 0 >
found velocity and position match, step #: 792
0 : pos=<x= 2 , y= 3 , z= 1 >, vel=<x= 3 , y= 1 , z= -1 >
1 : pos=<x= 3 , y= -9 , z= -4 >, vel=<x= 1 , y= -2 , z= 3 >
2 : pos=<x= 1 , y= -8 , z= 5 >, vel=<x= -3 , y= 1 , z= -3 >
3 : pos=<x= 2 , y= 1 , z= 0 >, vel=<x= -1 , y= 0 , z= 1 >
found velocity and position match, step #: 793
0 : pos=<x= 5 , y= 1 , z= -1 >, vel=<x= 3 , y= -2 , z= -2 >
1 : pos=<x= 1 , y= -8 , z= 2 >, vel=<x= -2 , y= 1 , z= 6 >
2 : pos=<x= 1 , y= -6 , z= -1 >, vel=<x= 0 , y= 2 , z= -6 >
3 : pos=<x= 1 , y= 0 , z= 2 >, vel=<x= -1 , y= -1 , z= 2 >
found velocity and position match, step #: 794
0 : pos=<x= 5 , y= -4 , z= -1 >, vel=<x= 0 , y= -5 , z= 0 >
1 : pos=<x= 0 , y= -4 , z= 6 >, vel=<x= -1 , y= 4 , z= 4 >
2 : pos=<x= 2 , y= -3 , z= -5 >, vel=<x= 1 , y= 3 , z= -4 >
3 : pos=<x= 1 , y= -2 , z= 2 >, vel=<x= 0 , y= -2 , z= 0 >
found velocity and position match, step #: 795
0 : pos=<x= 2 , y= -7 , z= 0 >, vel=<x= -3 , y= -3 , z= 1 >
1 : pos=<x= 2 , y= 2 , z= 7 >, vel=<x= 2 , y= 6 , z= 1 >
2 : pos=<x= 2 , y= -1 , z= -6 >, vel=<x= 0 , y= 2 , z= -1 >
3 : pos=<x= 2 , y= -7 , z= 1 >, vel=<x= 1 , y= -5 , z= -1 >
found velocity and position match, step #: 796
0 : pos=<x= -1 , y= -8 , z= 2 >, vel=<x= -3 , y= -1 , z= 2 >
1 : pos=<x= 4 , y= 5 , z= 5 >, vel=<x= 2 , y= 3 , z= -2 >
2 : pos=<x= 2 , y= 0 , z= -4 >, vel=<x= 0 , y= 1 , z= 2 >
3 : pos=<x= 3 , y= -10 , z= -1 >, vel=<x= 1 , y= -3 , z= -2 >
found velocity and position match, step #: 797
0 : pos=<x= -1 , y= -8 , z= 3 >, vel=<x= 0 , y= 0 , z= 1 >
1 : pos=<x= 3 , y= 5 , z= 0 >, vel=<x= -1 , y= 0 , z= -5 >
2 : pos=<x= 3 , y= 0 , z= 1 >, vel=<x= 1 , y= 0 , z= 5 >
3 : pos=<x= 3 , y= -10 , z= -2 >, vel=<x= 0 , y= 0 , z= -1 >
found velocity and position match, step #: 798
0 : pos=<x= 2 , y= -7 , z= 1 >, vel=<x= 3 , y= 1 , z= -2 >
1 : pos=<x= 1 , y= 2 , z= -4 >, vel=<x= -2 , y= -3 , z= -4 >
2 : pos=<x= 3 , y= -1 , z= 5 >, vel=<x= 0 , y= -1 , z= 4 >
3 : pos=<x= 2 , y= -7 , z= 0 >, vel=<x= -1 , y= 3 , z= 2 >
found velocity and position match, step #: 799
0 : pos=<x= 5 , y= -4 , z= -2 >, vel=<x= 3 , y= 3 , z= -3 >
1 : pos=<x= 2 , y= -4 , z= -5 >, vel=<x= 1 , y= -6 , z= -1 >
2 : pos=<x= 0 , y= -3 , z= 6 >, vel=<x= -3 , y= -2 , z= 1 >
3 : pos=<x= 1 , y= -2 , z= 3 >, vel=<x= -1 , y= 5 , z= 3 >
found velocity and position match, step #: 800
0 : pos=<x= 5 , y= 1 , z= -4 >, vel=<x= 0 , y= 5 , z= -2 >
1 : pos=<x= 2 , y= -8 , z= -3 >, vel=<x= 0 , y= -4 , z= 2 >
2 : pos=<x= 0 , y= -6 , z= 4 >, vel=<x= 0 , y= -3 , z= -2 >
3 : pos=<x= 1 , y= 0 , z= 5 >, vel=<x= 0 , y= 2 , z= 2 >
found velocity and position match, step #: 801
0 : pos=<x= 2 , y= 3 , z= -3 >, vel=<x= -3 , y= 2 , z= 1 >
1 : pos=<x= 1 , y= -9 , z= 0 >, vel=<x= -1 , y= -1 , z= 3 >
2 : pos=<x= 3 , y= -8 , z= 1 >, vel=<x= 3 , y= -2 , z= -3 >
3 : pos=<x= 2 , y= 1 , z= 4 >, vel=<x= 1 , y= 1 , z= -1 >
found velocity and position match, step #: 802
0 : pos=<x= -1 , y= 2 , z= 1 >, vel=<x= -3 , y= -1 , z= 4 >
1 : pos=<x= 3 , y= -7 , z= 4 >, vel=<x= 2 , y= 2 , z= 4 >
2 : pos=<x= 3 , y= -9 , z= -3 >, vel=<x= 0 , y= -1 , z= -4 >
3 : pos=<x= 3 , y= 1 , z= 0 >, vel=<x= 1 , y= 0 , z= -4 >
found velocity and position match, step #: 803
0 : pos=<x= -1 , y= -2 , z= 4 >, vel=<x= 0 , y= -4 , z= 3 >
1 : pos=<x= 4 , y= -4 , z= 5 >, vel=<x= 1 , y= 3 , z= 1 >
2 : pos=<x= 2 , y= -7 , z= -4 >, vel=<x= -1 , y= 2 , z= -1 >
3 : pos=<x= 3 , y= 0 , z= -3 >, vel=<x= 0 , y= -1 , z= -3 >
found velocity and position match, step #: 804
0 : pos=<x= 2 , y= -7 , z= 6 >, vel=<x= 3 , y= -5 , z= 2 >
1 : pos=<x= 2 , y= 0 , z= 3 >, vel=<x= -2 , y= 4 , z= -2 >
2 : pos=<x= 2 , y= -2 , z= -2 >, vel=<x= 0 , y= 5 , z= 2 >
3 : pos=<x= 2 , y= -4 , z= -5 >, vel=<x= -1 , y= -4 , z= -2 >
found velocity and position match, step #: 805
0 : pos=<x= 5 , y= -9 , z= 5 >, vel=<x= 3 , y= -2 , z= -1 >
1 : pos=<x= 0 , y= 1 , z= 0 >, vel=<x= -2 , y= 1 , z= -3 >
2 : pos=<x= 2 , y= 2 , z= 1 >, vel=<x= 0 , y= 4 , z= 3 >
3 : pos=<x= 1 , y= -7 , z= -4 >, vel=<x= -1 , y= -3 , z= 1 >
found velocity and position match, step #: 806
0 : pos=<x= 5 , y= -8 , z= 1 >, vel=<x= 0 , y= 1 , z= -4 >
1 : pos=<x= 1 , y= 1 , z= -2 >, vel=<x= 1 , y= 0 , z= -2 >
2 : pos=<x= 1 , y= 3 , z= 3 >, vel=<x= -1 , y= 1 , z= 2 >
3 : pos=<x= 1 , y= -9 , z= 0 >, vel=<x= 0 , y= -2 , z= 4 >
found velocity and position match, step #: 807
0 : pos=<x= 2 , y= -6 , z= -4 >, vel=<x= -3 , y= 2 , z= -5 >
1 : pos=<x= 3 , y= 0 , z= -1 >, vel=<x= 2 , y= -1 , z= 1 >
2 : pos=<x= 1 , y= 1 , z= 2 >, vel=<x= 0 , y= -2 , z= -1 >
3 : pos=<x= 2 , y= -8 , z= 5 >, vel=<x= 1 , y= 1 , z= 5 >
found velocity and position match, step #: 808
0 : pos=<x= -1 , y= -3 , z= -6 >, vel=<x= -3 , y= 3 , z= -2 >
1 : pos=<x= 2 , y= -2 , z= 1 >, vel=<x= -1 , y= -2 , z= 2 >
2 : pos=<x= 4 , y= -4 , z= 0 >, vel=<x= 3 , y= -5 , z= -2 >
3 : pos=<x= 3 , y= -4 , z= 7 >, vel=<x= 1 , y= 4 , z= 2 >
found velocity and position match, step #: 809
0 : pos=<x= -1 , y= -1 , z= -5 >, vel=<x= 0 , y= 2 , z= 1 >
1 : pos=<x= 2 , y= -7 , z= 2 >, vel=<x= 0 , y= -5 , z= 1 >
2 : pos=<x= 4 , y= -7 , z= -1 >, vel=<x= 0 , y= -3 , z= -1 >
3 : pos=<x= 3 , y= 2 , z= 6 >, vel=<x= 0 , y= 6 , z= -1 >
found velocity and position match, step #: 810
0 : pos=<x= 2 , y= 0 , z= -1 >, vel=<x= 3 , y= 1 , z= 4 >
1 : pos=<x= 3 , y= -10 , z= 2 >, vel=<x= 1 , y= -3 , z= 0 >
2 : pos=<x= 1 , y= -8 , z= -1 >, vel=<x= -3 , y= -1 , z= 0 >
3 : pos=<x= 2 , y= 5 , z= 2 >, vel=<x= -1 , y= 3 , z= -4 >
found velocity and position match, step #: 811
0 : pos=<x= 5 , y= 0 , z= 5 >, vel=<x= 3 , y= 0 , z= 6 >
1 : pos=<x= 1 , y= -10 , z= 0 >, vel=<x= -2 , y= 0 , z= -2 >
2 : pos=<x= 1 , y= -8 , z= 1 >, vel=<x= 0 , y= 0 , z= 2 >
3 : pos=<x= 1 , y= 5 , z= -4 >, vel=<x= -1 , y= 0 , z= -6 >
found velocity and position match, step #: 812
0 : pos=<x= 5 , y= -1 , z= 8 >, vel=<x= 0 , y= -1 , z= 3 >
1 : pos=<x= 0 , y= -7 , z= -1 >, vel=<x= -1 , y= 3 , z= -1 >
2 : pos=<x= 2 , y= -7 , z= 2 >, vel=<x= 1 , y= 1 , z= 1 >
3 : pos=<x= 1 , y= 2 , z= -7 >, vel=<x= 0 , y= -3 , z= -3 >
found velocity and position match, step #: 813
0 : pos=<x= 2 , y= -3 , z= 8 >, vel=<x= -3 , y= -2 , z= 0 >
1 : pos=<x= 2 , y= -2 , z= -1 >, vel=<x= 2 , y= 5 , z= 0 >
2 : pos=<x= 2 , y= -4 , z= 2 >, vel=<x= 0 , y= 3 , z= 0 >
3 : pos=<x= 2 , y= -4 , z= -7 >, vel=<x= 1 , y= -6 , z= 0 >
found velocity and position match, step #: 814
0 : pos=<x= -1 , y= -6 , z= 5 >, vel=<x= -3 , y= -3 , z= -3 >
1 : pos=<x= 4 , y= 0 , z= 0 >, vel=<x= 2 , y= 2 , z= 1 >
2 : pos=<x= 2 , y= 1 , z= 1 >, vel=<x= 0 , y= 5 , z= -1 >
3 : pos=<x= 3 , y= -8 , z= -4 >, vel=<x= 1 , y= -4 , z= 3 >
found velocity and position match, step #: 815
0 : pos=<x= -1 , y= -8 , z= -1 >, vel=<x= 0 , y= -2 , z= -6 >
1 : pos=<x= 3 , y= 1 , z= 2 >, vel=<x= -1 , y= 1 , z= 2 >
2 : pos=<x= 3 , y= 3 , z= -1 >, vel=<x= 1 , y= 2 , z= -2 >
3 : pos=<x= 3 , y= -9 , z= 2 >, vel=<x= 0 , y= -1 , z= 6 >
found velocity and position match, step #: 816
0 : pos=<x= 2 , y= -9 , z= -5 >, vel=<x= 3 , y= -1 , z= -4 >
1 : pos=<x= 1 , y= 1 , z= 2 >, vel=<x= -2 , y= 0 , z= 0 >
2 : pos=<x= 3 , y= 2 , z= -1 >, vel=<x= 0 , y= -1 , z= 0 >
3 : pos=<x= 2 , y= -7 , z= 6 >, vel=<x= -1 , y= 2 , z= 4 >
found velocity and position match, step #: 817
0 : pos=<x= 5 , y= -7 , z= -6 >, vel=<x= 3 , y= 2 , z= -1 >
1 : pos=<x= 2 , y= 0 , z= 1 >, vel=<x= 1 , y= -1 , z= -1 >
2 : pos=<x= 0 , y= -2 , z= 0 >, vel=<x= -3 , y= -4 , z= 1 >
3 : pos=<x= 1 , y= -4 , z= 7 >, vel=<x= -1 , y= 3 , z= 1 >
found velocity and position match, step #: 818
0 : pos=<x= 5 , y= -2 , z= -4 >, vel=<x= 0 , y= 5 , z= 2 >
1 : pos=<x= 2 , y= -4 , z= -1 >, vel=<x= 0 , y= -4 , z= -2 >
2 : pos=<x= 0 , y= -7 , z= 2 >, vel=<x= 0 , y= -5 , z= 2 >
3 : pos=<x= 1 , y= 0 , z= 5 >, vel=<x= 0 , y= 4 , z= -2 >
found velocity and position match, step #: 819
0 : pos=<x= 2 , y= 2 , z= 1 >, vel=<x= -3 , y= 4 , z= 5 >
1 : pos=<x= 1 , y= -7 , z= -2 >, vel=<x= -1 , y= -3 , z= -1 >
2 : pos=<x= 3 , y= -9 , z= 3 >, vel=<x= 3 , y= -2 , z= 1 >
3 : pos=<x= 2 , y= 1 , z= 0 >, vel=<x= 1 , y= 1 , z= -5 >
found velocity and position match, step #: 820
0 : pos=<x= -1 , y= 3 , z= 5 >, vel=<x= -3 , y= 1 , z= 4 >
1 : pos=<x= 3 , y= -9 , z= 0 >, vel=<x= 2 , y= -2 , z= 2 >
2 : pos=<x= 3 , y= -8 , z= 1 >, vel=<x= 0 , y= 1 , z= -2 >
3 : pos=<x= 3 , y= 1 , z= -4 >, vel=<x= 1 , y= 0 , z= -4 >
found velocity and position match, step #: 821
0 : pos=<x= -1 , y= 1 , z= 6 >, vel=<x= 0 , y= -2 , z= 1 >
1 : pos=<x= 4 , y= -8 , z= 3 >, vel=<x= 1 , y= 1 , z= 3 >
2 : pos=<x= 2 , y= -6 , z= -2 >, vel=<x= -1 , y= 2 , z= -3 >
3 : pos=<x= 3 , y= 0 , z= -5 >, vel=<x= 0 , y= -1 , z= -1 >
found velocity and position match, step #: 822
0 : pos=<x= 2 , y= -4 , z= 4 >, vel=<x= 3 , y= -5 , z= -2 >
1 : pos=<x= 2 , y= -4 , z= 5 >, vel=<x= -2 , y= 4 , z= 2 >
2 : pos=<x= 2 , y= -3 , z= -4 >, vel=<x= 0 , y= 3 , z= -2 >
3 : pos=<x= 2 , y= -2 , z= -3 >, vel=<x= -1 , y= -2 , z= 2 >
found velocity and position match, step #: 823
